,Date,Country,Seats_arrivals_intl,Number_of_flights_intl
1237,2022-05-22,Papua New Guinea,795,4
1238,2022-05-23,Papua New Guinea,694,3
1239,2022-05-24,Papua New Guinea,332,2
1240,2022-05-25,Papua New Guinea,505,4
1241,2022-05-26,Papua New Guinea,376,2
1242,2022-05-27,Papua New Guinea,823,4
1243,2022-05-28,Papua New Guinea,376,2
1244,2022-05-29,Papua New Guinea,767,4
1245,2022-05-30,Papua New Guinea,694,3
1246,2022-05-31,Papua New Guinea,520,3
1247,2022-06-01,Papua New Guinea,477,4
1248,2022-06-02,Papua New Guinea,376,2
1249,2022-06-03,Papua New Guinea,607,3
1250,2022-06-04,Papua New Guinea,101,1
1251,2022-06-05,Papua New Guinea,664,4
1252,2022-06-06,Papua New Guinea,563,3
1253,2022-06-07,Papua New Guinea,245,2
1254,2022-06-08,Papua New Guinea,665,4
1255,2022-06-09,Papua New Guinea,413,3
1256,2022-06-10,Papua New Guinea,723,4
1257,2022-06-11,Papua New Guinea,376,2
1258,2022-06-12,Papua New Guinea,838,4
1259,2022-06-13,Papua New Guinea,767,4
1260,2022-06-14,Papua New Guinea,369,3
1261,2022-06-15,Papua New Guinea,479,4
1262,2022-06-16,Papua New Guinea,450,3
1263,2022-06-17,Papua New Guinea,795,4
1264,2022-06-18,Papua New Guinea,376,2
1265,2022-06-19,Papua New Guinea,832,5
1266,2022-06-20,Papua New Guinea,694,3
1267,2022-06-21,Papua New Guinea,332,2
1268,2022-06-22,Papua New Guinea,679,4
1269,2022-06-23,Papua New Guinea,144,1
1270,2022-06-24,Papua New Guinea,607,3
1271,2022-06-25,Papua New Guinea,288,2
1272,2022-06-26,Papua New Guinea,664,4
1273,2022-06-27,Papua New Guinea,644,3
1274,2022-06-28,Papua New Guinea,557,3
1275,2022-06-29,Papua New Guinea,1004,5
1276,2022-06-30,Papua New Guinea,593,4
1277,2022-07-01,Papua New Guinea,759,5
1278,2022-07-02,Papua New Guinea,376,2
1279,2022-07-03,Papua New Guinea,862,3
1280,2022-07-04,Papua New Guinea,795,4
1281,2022-07-05,Papua New Guinea,405,3
1282,2022-07-06,Papua New Guinea,651,4
1283,2022-07-07,Papua New Guinea,376,2
1284,2022-07-08,Papua New Guinea,983,5
1285,2022-07-09,Papua New Guinea,376,2
1286,2022-07-10,Papua New Guinea,621,4
1287,2022-07-11,Papua New Guinea,694,3
1288,2022-07-12,Papua New Guinea,405,3
1289,2022-07-13,Papua New Guinea,651,4
1290,2022-07-14,Papua New Guinea,376,2
1291,2022-07-15,Papua New Guinea,963,4
1292,2022-07-16,Papua New Guinea,188,1
1293,2022-07-17,Papua New Guinea,832,5
1294,2022-07-18,Papua New Guinea,768,4
1295,2022-07-19,Papua New Guinea,667,4
1296,2022-07-20,Papua New Guinea,688,5
1297,2022-07-21,Papua New Guinea,376,2
1298,2022-07-22,Papua New Guinea,963,4
1299,2022-07-23,Papua New Guinea,376,2
1300,2022-07-24,Papua New Guinea,767,4
1301,2022-07-25,Papua New Guinea,694,3
1302,2022-07-26,Papua New Guinea,261,2
1303,2022-07-27,Papua New Guinea,1019,5
1304,2022-07-28,Papua New Guinea,376,2
1305,2022-07-29,Papua New Guinea,963,4
1306,2022-07-30,Papua New Guinea,376,2
1307,2022-07-31,Papua New Guinea,723,4
1308,2022-08-01,Papua New Guinea,694,3
1309,2022-08-02,Papua New Guinea,553,3
1310,2022-08-03,Papua New Guinea,695,4
1311,2022-08-04,Papua New Guinea,449,3
1312,2022-08-05,Papua New Guinea,935,4
1313,2022-08-06,Papua New Guinea,376,2
1314,2022-08-07,Papua New Guinea,892,5
1315,2022-08-08,Papua New Guinea,926,4
1316,2022-08-09,Papua New Guinea,525,3
1317,2022-08-10,Papua New Guinea,651,4
1318,2022-08-11,Papua New Guinea,449,3
1319,2022-08-12,Papua New Guinea,1007,4
1320,2022-08-13,Papua New Guinea,376,2
1321,2022-08-14,Papua New Guinea,1079,5
1322,2022-08-15,Papua New Guinea,694,3
1323,2022-08-16,Papua New Guinea,481,3
1324,2022-08-17,Papua New Guinea,579,3
1325,2022-08-18,Papua New Guinea,449,3
1326,2022-08-19,Papua New Guinea,963,4
1327,2022-08-20,Papua New Guinea,376,2
1328,2022-08-21,Papua New Guinea,1180,5
1329,2022-08-22,Papua New Guinea,694,3
1330,2022-08-23,Papua New Guinea,481,3
1331,2022-08-24,Papua New Guinea,723,4
1332,2022-08-25,Papua New Guinea,477,3
1333,2022-08-26,Papua New Guinea,963,4
1334,2022-08-27,Papua New Guinea,376,2
1335,2022-08-28,Papua New Guinea,1109,6
1336,2022-08-29,Papua New Guinea,694,3
1337,2022-08-30,Papua New Guinea,481,3
1338,2022-08-31,Papua New Guinea,831,5
1339,2022-09-01,Papua New Guinea,449,3
1340,2022-09-02,Papua New Guinea,963,4
1341,2022-09-03,Papua New Guinea,376,2
1342,2022-09-04,Papua New Guinea,1063,5
1343,2022-09-05,Papua New Guinea,694,3
1344,2022-09-06,Papua New Guinea,481,3
1345,2022-09-07,Papua New Guinea,651,4
1346,2022-09-08,Papua New Guinea,477,3
1347,2022-09-09,Papua New Guinea,963,4
1348,2022-09-10,Papua New Guinea,376,2
1349,2022-09-11,Papua New Guinea,1073,6
1350,2022-09-12,Papua New Guinea,911,5
1351,2022-09-13,Papua New Guinea,481,3
1352,2022-09-14,Papua New Guinea,651,4
1353,2022-09-15,Papua New Guinea,623,3
1354,2022-09-16,Papua New Guinea,963,4
1355,2022-09-17,Papua New Guinea,376,2
1356,2022-09-18,Papua New Guinea,1116,6
1357,2022-09-19,Papua New Guinea,911,5
1358,2022-09-20,Papua New Guinea,481,3
1359,2022-09-21,Papua New Guinea,795,4
1360,2022-09-22,Papua New Guinea,623,3
1361,2022-09-23,Papua New Guinea,963,4
1362,2022-09-24,Papua New Guinea,376,2
1363,2022-09-25,Papua New Guinea,935,5
1364,2022-09-26,Papua New Guinea,911,5
1365,2022-09-27,Papua New Guinea,625,4
1366,2022-09-28,Papua New Guinea,651,4
1367,2022-09-29,Papua New Guinea,623,3
1368,2022-09-30,Papua New Guinea,963,4
1369,2022-10-01,Papua New Guinea,376,2
1370,2022-10-02,Papua New Guinea,928,6
1371,2022-10-03,Papua New Guinea,623,3
1372,2022-10-04,Papua New Guinea,449,3
1373,2022-10-05,Papua New Guinea,623,3
1374,2022-10-06,Papua New Guinea,791,4
1375,2022-10-07,Papua New Guinea,795,4
1376,2022-10-08,Papua New Guinea,376,2
1377,2022-10-09,Papua New Guinea,1079,5
1378,2022-10-10,Papua New Guinea,911,5
1379,2022-10-11,Papua New Guinea,405,3
1380,2022-10-12,Papua New Guinea,579,3
1381,2022-10-13,Papua New Guinea,791,4
1382,2022-10-14,Papua New Guinea,1003,5
1383,2022-10-15,Papua New Guinea,362,3
1384,2022-10-16,Papua New Guinea,1209,4
