,Date,Country,Seats_arrivals_intl,Number_of_flights_intl
1153,2022-02-27,Vanuatu,170.0,1.0
1154,2022-02-28,Vanuatu,0.0,0.0
1155,2022-03-01,Vanuatu,0.0,0.0
1156,2022-03-02,Vanuatu,170.0,1.0
1157,2022-03-03,Vanuatu,0.0,0.0
1158,2022-03-04,Vanuatu,0.0,0.0
1159,2022-03-05,Vanuatu,0.0,0.0
1160,2022-03-06,Vanuatu,170.0,1.0
1161,2022-03-07,Vanuatu,170.0,1.0
1162,2022-03-08,Vanuatu,240.0,2.0
1163,2022-03-09,Vanuatu,170.0,1.0
1164,2022-03-10,Vanuatu,170.0,1.0
1165,2022-03-11,Vanuatu,170.0,1.0
1166,2022-03-12,Vanuatu,170.0,1.0
1167,2022-03-13,Vanuatu,0.0,0.0
1168,2022-03-14,Vanuatu,240.0,2.0
1169,2022-03-15,Vanuatu,0.0,0.0
1170,2022-03-16,Vanuatu,0.0,0.0
1171,2022-03-17,Vanuatu,0.0,0.0
1172,2022-03-18,Vanuatu,0.0,0.0
1173,2022-03-19,Vanuatu,0.0,0.0
1174,2022-03-20,Vanuatu,0.0,0.0
1175,2022-03-21,Vanuatu,170.0,1.0
1176,2022-03-22,Vanuatu,0.0,0.0
1177,2022-03-23,Vanuatu,170.0,1.0
1178,2022-03-24,Vanuatu,170.0,1.0
1179,2022-03-25,Vanuatu,0.0,0.0
1180,2022-03-26,Vanuatu,0.0,0.0
1181,2022-03-27,Vanuatu,0.0,0.0
1182,2022-03-28,Vanuatu,170.0,1.0
1183,2022-03-29,Vanuatu,0.0,0.0
1184,2022-03-30,Vanuatu,0.0,0.0
1185,2022-03-31,Vanuatu,0.0,0.0
1186,2022-04-01,Vanuatu,0.0,0.0
1187,2022-04-02,Vanuatu,0.0,0.0
1188,2022-04-03,Vanuatu,170.0,1.0
1189,2022-04-04,Vanuatu,170.0,1.0
1190,2022-04-05,Vanuatu,70.0,1.0
1191,2022-04-06,Vanuatu,0.0,0.0
1192,2022-04-07,Vanuatu,170.0,1.0
1193,2022-04-08,Vanuatu,170.0,1.0
1194,2022-04-09,Vanuatu,170.0,1.0
1195,2022-04-10,Vanuatu,0.0,0.0
1196,2022-04-11,Vanuatu,0.0,0.0
1197,2022-04-12,Vanuatu,0.0,0.0
1198,2022-04-13,Vanuatu,0.0,0.0
1199,2022-04-14,Vanuatu,0.0,0.0
1200,2022-04-15,Vanuatu,0.0,0.0
1201,2022-04-16,Vanuatu,0.0,0.0
1202,2022-04-17,Vanuatu,0.0,0.0
1203,2022-04-18,Vanuatu,0.0,0.0
1204,2022-04-19,Vanuatu,0.0,0.0
1205,2022-04-20,Vanuatu,0.0,0.0
1206,2022-04-21,Vanuatu,0.0,0.0
1207,2022-04-22,Vanuatu,0.0,0.0
1208,2022-04-23,Vanuatu,0.0,0.0
1209,2022-04-24,Vanuatu,0.0,0.0
1210,2022-04-25,Vanuatu,0.0,0.0
1211,2022-04-26,Vanuatu,0.0,0.0
1212,2022-04-27,Vanuatu,0.0,0.0
1213,2022-04-28,Vanuatu,0.0,0.0
1214,2022-04-29,Vanuatu,0.0,0.0
1215,2022-04-30,Vanuatu,0.0,0.0
1216,2022-05-01,Vanuatu,0.0,0.0
1217,2022-05-02,Vanuatu,0.0,0.0
1218,2022-05-03,Vanuatu,0.0,0.0
1219,2022-05-04,Vanuatu,0.0,0.0
1220,2022-05-05,Vanuatu,0.0,0.0
1221,2022-05-06,Vanuatu,0.0,0.0
1222,2022-05-07,Vanuatu,0.0,0.0
1223,2022-05-08,Vanuatu,0.0,0.0
1224,2022-05-09,Vanuatu,0.0,0.0
1225,2022-05-10,Vanuatu,0.0,0.0
1226,2022-05-11,Vanuatu,0.0,0.0
1227,2022-05-12,Vanuatu,0.0,0.0
1228,2022-05-13,Vanuatu,0.0,0.0
1229,2022-05-14,Vanuatu,0.0,0.0
1230,2022-05-15,Vanuatu,0.0,0.0
1231,2022-05-16,Vanuatu,0.0,0.0
1232,2022-05-17,Vanuatu,0.0,0.0
1233,2022-05-18,Vanuatu,0.0,0.0
1234,2022-05-19,Vanuatu,0.0,0.0
1235,2022-05-20,Vanuatu,0.0,0.0
1236,2022-05-21,Vanuatu,0.0,0.0
1237,2022-05-22,Vanuatu,0.0,0.0
1238,2022-05-23,Vanuatu,0.0,0.0
1239,2022-05-24,Vanuatu,0.0,0.0
1240,2022-05-25,Vanuatu,0.0,0.0
1241,2022-05-26,Vanuatu,0.0,0.0
1242,2022-05-27,Vanuatu,0.0,0.0
1243,2022-05-28,Vanuatu,0.0,0.0
1244,2022-05-29,Vanuatu,0.0,0.0
1245,2022-05-30,Vanuatu,0.0,0.0
1246,2022-05-31,Vanuatu,0.0,0.0
1247,2022-06-01,Vanuatu,0.0,0.0
1248,2022-06-02,Vanuatu,0.0,0.0
1249,2022-06-03,Vanuatu,0.0,0.0
1250,2022-06-04,Vanuatu,0.0,0.0
1251,2022-06-05,Vanuatu,0.0,0.0
1252,2022-06-06,Vanuatu,0.0,0.0
1253,2022-06-07,Vanuatu,0.0,0.0
1254,2022-06-08,Vanuatu,0.0,0.0
1255,2022-06-09,Vanuatu,0.0,0.0
1256,2022-06-10,Vanuatu,0.0,0.0
1257,2022-06-11,Vanuatu,0.0,0.0
1258,2022-06-12,Vanuatu,0.0,0.0
1259,2022-06-13,Vanuatu,0.0,0.0
1260,2022-06-14,Vanuatu,0.0,0.0
1261,2022-06-15,Vanuatu,0.0,0.0
1262,2022-06-16,Vanuatu,0.0,0.0
1263,2022-06-17,Vanuatu,0.0,0.0
1264,2022-06-18,Vanuatu,0.0,0.0
1265,2022-06-19,Vanuatu,0.0,0.0
1266,2022-06-20,Vanuatu,0.0,0.0
1267,2022-06-21,Vanuatu,0.0,0.0
1268,2022-06-22,Vanuatu,0.0,0.0
1269,2022-06-23,Vanuatu,0.0,0.0
1270,2022-06-24,Vanuatu,0.0,0.0
1271,2022-06-25,Vanuatu,0.0,0.0
1272,2022-06-26,Vanuatu,0.0,0.0
1273,2022-06-27,Vanuatu,0.0,0.0
1274,2022-06-28,Vanuatu,0.0,0.0
1275,2022-06-29,Vanuatu,0.0,0.0
1276,2022-06-30,Vanuatu,70.0,1.0
1277,2022-07-01,Vanuatu,340.0,2.0
1278,2022-07-02,Vanuatu,340.0,2.0
1279,2022-07-03,Vanuatu,410.0,3.0
1280,2022-07-04,Vanuatu,238.0,2.0
1281,2022-07-05,Vanuatu,480.0,4.0
1282,2022-07-06,Vanuatu,340.0,2.0
1283,2022-07-07,Vanuatu,240.0,2.0
1284,2022-07-08,Vanuatu,340.0,2.0
1285,2022-07-09,Vanuatu,576.0,4.0
1286,2022-07-10,Vanuatu,410.0,3.0
1287,2022-07-11,Vanuatu,340.0,2.0
1288,2022-07-12,Vanuatu,310.0,3.0
1289,2022-07-13,Vanuatu,408.0,3.0
1290,2022-07-14,Vanuatu,410.0,3.0
1291,2022-07-15,Vanuatu,340.0,2.0
1292,2022-07-16,Vanuatu,508.0,3.0
1293,2022-07-17,Vanuatu,478.0,4.0
1294,2022-07-18,Vanuatu,170.0,1.0
1295,2022-07-19,Vanuatu,478.0,4.0
1296,2022-07-20,Vanuatu,340.0,2.0
1297,2022-07-21,Vanuatu,170.0,1.0
1298,2022-07-22,Vanuatu,238.0,2.0
1299,2022-07-23,Vanuatu,508.0,3.0
1300,2022-07-24,Vanuatu,410.0,3.0
1301,2022-07-25,Vanuatu,170.0,1.0
1302,2022-07-26,Vanuatu,548.0,4.0
1303,2022-07-27,Vanuatu,340.0,2.0
1304,2022-07-28,Vanuatu,478.0,4.0
1305,2022-07-29,Vanuatu,340.0,2.0
1306,2022-07-30,Vanuatu,576.0,4.0
1307,2022-07-31,Vanuatu,410.0,3.0
1308,2022-08-01,Vanuatu,408.0,3.0
1309,2022-08-02,Vanuatu,378.0,3.0
1310,2022-08-03,Vanuatu,340.0,2.0
1311,2022-08-04,Vanuatu,240.0,2.0
1312,2022-08-05,Vanuatu,340.0,2.0
1313,2022-08-06,Vanuatu,622.0,4.0
1314,2022-08-07,Vanuatu,410.0,3.0
1315,2022-08-08,Vanuatu,576.0,4.0
1316,2022-08-09,Vanuatu,454.0,4.0
1317,2022-08-10,Vanuatu,408.0,3.0
1318,2022-08-11,Vanuatu,240.0,2.0
1319,2022-08-12,Vanuatu,340.0,2.0
1320,2022-08-13,Vanuatu,576.0,4.0
1321,2022-08-14,Vanuatu,410.0,3.0
1322,2022-08-15,Vanuatu,550.0,4.0
1323,2022-08-16,Vanuatu,548.0,4.0
1324,2022-08-17,Vanuatu,340.0,2.0
1325,2022-08-18,Vanuatu,240.0,2.0
1326,2022-08-19,Vanuatu,340.0,2.0
1327,2022-08-20,Vanuatu,576.0,4.0
1328,2022-08-21,Vanuatu,480.0,4.0
1329,2022-08-22,Vanuatu,238.0,2.0
1330,2022-08-23,Vanuatu,692.0,5.0
1331,2022-08-24,Vanuatu,340.0,2.0
1332,2022-08-25,Vanuatu,240.0,2.0
1333,2022-08-26,Vanuatu,340.0,2.0
1334,2022-08-27,Vanuatu,576.0,4.0
1335,2022-08-28,Vanuatu,410.0,3.0
1336,2022-08-29,Vanuatu,238.0,2.0
1337,2022-08-30,Vanuatu,624.0,5.0
1338,2022-08-31,Vanuatu,408.0,3.0
1339,2022-09-01,Vanuatu,240.0,2.0
1340,2022-09-02,Vanuatu,340.0,2.0
1341,2022-09-03,Vanuatu,576.0,4.0
1342,2022-09-04,Vanuatu,410.0,3.0
1343,2022-09-05,Vanuatu,238.0,2.0
1344,2022-09-06,Vanuatu,624.0,5.0
1345,2022-09-07,Vanuatu,408.0,3.0
1346,2022-09-08,Vanuatu,240.0,2.0
1347,2022-09-09,Vanuatu,408.0,3.0
1348,2022-09-10,Vanuatu,340.0,2.0
1349,2022-09-11,Vanuatu,410.0,3.0
1350,2022-09-12,Vanuatu,408.0,3.0
1351,2022-09-13,Vanuatu,310.0,3.0
1352,2022-09-14,Vanuatu,454.0,3.0
1353,2022-09-15,Vanuatu,170.0,1.0
1354,2022-09-16,Vanuatu,408.0,3.0
1355,2022-09-17,Vanuatu,508.0,3.0
1356,2022-09-18,Vanuatu,340.0,2.0
1357,2022-09-19,Vanuatu,408.0,3.0
1358,2022-09-20,Vanuatu,314.0,2.0
1359,2022-09-21,Vanuatu,408.0,3.0
1360,2022-09-22,Vanuatu,340.0,2.0
1361,2022-09-23,Vanuatu,340.0,2.0
1362,2022-09-24,Vanuatu,510.0,3.0
1363,2022-09-25,Vanuatu,680.0,4.0
1364,2022-09-26,Vanuatu,238.0,2.0
1365,2022-09-27,Vanuatu,484.0,3.0
1366,2022-09-28,Vanuatu,408.0,3.0
1367,2022-09-29,Vanuatu,408.0,3.0
1368,2022-09-30,Vanuatu,340.0,2.0
1369,2022-10-01,Vanuatu,576.0,4.0
1370,2022-10-02,Vanuatu,340.0,2.0
1371,2022-10-03,Vanuatu,238.0,2.0
1372,2022-10-04,Vanuatu,628.0,4.0
1373,2022-10-05,Vanuatu,408.0,3.0
1374,2022-10-06,Vanuatu,514.0,3.0
1375,2022-10-07,Vanuatu,340.0,2.0
1376,2022-10-08,Vanuatu,406.0,3.0
1377,2022-10-09,Vanuatu,170.0,1.0
1378,2022-10-10,Vanuatu,576.0,3.0
1379,2022-10-11,Vanuatu,628.0,4.0
1380,2022-10-12,Vanuatu,408.0,3.0
1381,2022-10-13,Vanuatu,408.0,3.0
1382,2022-10-14,Vanuatu,340.0,2.0
1383,2022-10-15,Vanuatu,576.0,4.0
1384,2022-10-16,Vanuatu,340.0,2.0
